FB URL,Correu a lista?
https://www.facebook.com/brendha.nogueira.77,SIM
https://www.facebook.com/jandilson.reis.75,SIM
https://www.facebook.com/profile.php?id=100015492018351,SIM
https://www.facebook.com/nil.lima.3705157,SIM
https://www.facebook.com/antoniocesar.ferreira.106,SIM
https://www.facebook.com/profile.php?id=100005950725568,SIM
https://www.facebook.com/profile.php?id=100005443216025,SIM
https://www.facebook.com/Crisfreitasmkt,SIM
https://www.facebook.com/pfa.andrade,SIM
https://www.facebook.com/sarinha.ninna,SIM
https://www.facebook.com/profile.php?id=100003800120022,SIM
https://www.facebook.com/aline.braz.3998,SIM
https://www.facebook.com/karinikaren,SIM
https://www.facebook.com/karoline.souza.1238,SIM
https://www.facebook.com/alanamsouza,SIM
https://www.facebook.com/luiza.campos.5680,SIM
https://www.facebook.com/rodrigomendanhanutri/,SIM
https://www.facebook.com/NutriNaeser/,SIM
https://www.facebook.com/fabricio.rosilene.98,SIM
https://www.facebook.com/profile.php?id=100064725273737,SIM
https://www.facebook.com/miguel.chagas.1272,SIM
https://www.facebook.com/brenda.faveni.75,SIM
https://www.facebook.com/diego.ven.3,SIM
https://www.facebook.com/nutri.renatacastro,SIM
https://www.facebook.com/jaqueline.faveni.1,SIM
https://www.facebook.com/ze.lara.77,SIM
https://www.facebook.com/kaique.dani.9,SIM
https://www.facebook.com/tuanny.lira.7,SIM
https://www.facebook.com/nayara.vianarego,SIM
https://www.facebook.com/rafaele.nunes.735,SIM
https://www.facebook.com/profile.php?id=100009599613263,SIM
https://www.facebook.com/profile.php?id=100005744114067,SIM
https://www.facebook.com/zila.ribas,SIM
https://www.facebook.com/cecilia.simoes.54,SIM
https://www.facebook.com/denisedasilva.ferreira.3,SIM
https://www.facebook.com/matheusffigueredo,SIM
https://www.facebook.com/naty.eduarda.92,SIM
https://www.facebook.com/beatriz.campanha.1,SIM
https://www.facebook.com/alessandra.lemos.313,SIM
https://www.facebook.com/juliana.lima.3363334,SIM
https://www.facebook.com/thais.fiel1,SIM
https://www.facebook.com/luizalobo.zeballos,SIM
https://www.facebook.com/whxand,SIM
https://www.facebook.com/suelen.luiza.9,SIM
https://www.facebook.com/sulamitha.strob,SIM
https://www.facebook.com/isabody,SIM
https://www.facebook.com/kamilla.l.queiroz,SIM
https://www.facebook.com/nutri.gabicasonato/,SIM
https://www.facebook.com/ale.rueckl.50,SIM
https://www.facebook.com/jazmin.garcia.39750121,SIM
https://www.facebook.com/vitoria.picoli.3150,SIM
https://www.facebook.com/bianccagama,SIM
https://www.facebook.com/fernandathacyara,SIM
https://www.facebook.com/profile.php?id=100011218514190,SIM
https://www.facebook.com/elisangela.carmo.5264,SIM
https://www.facebook.com/naah.fidelis,SIM
https://www.facebook.com/profile.php?id=100001677054450,SIM
https://www.facebook.com/vitoria.merino,SIM
https://www.facebook.com/fernandamoreirade.sa,SIM
https://www.facebook.com/fernando.nogueira.3576,SIM
https://www.facebook.com/gabriela.alcantara.948,SIM
https://www.facebook.com/JooycePereiraDaSilva,SIM
https://www.facebook.com/iracema.santos.3348,SIM
https://www.facebook.com/monique.ellens,SIM
https://www.facebook.com/marina.rodrigues.353250,SIM
https://www.facebook.com/rciasi,SIM
https://www.facebook.com/thayna.ferrari,SIM
https://www.facebook.com/thalessrenan,SIM
https://www.facebook.com/gabi.silvano1,SIM
https://www.facebook.com/day.nut.963,SIM
https://www.facebook.com/elisaparecidadirois.dirois,SIM
https://www.facebook.com/andressa.reginato.1,SIM
https://www.facebook.com/alisson.guedes.5,SIM
https://www.facebook.com/bianca.fagundes.754,SIM
https://www.facebook.com/reni.cruz.7,SIM
https://www.facebook.com/michele.scuvero,SIM
https://www.facebook.com/talita.maggi,SIM
https://www.facebook.com/profile.php?id=100014627257844,SIM
https://www.facebook.com/profile.php?id=100056893243136,SIM
https://www.facebook.com/carla.magrine.7,SIM
https://www.facebook.com/fabiana.tolentino.7,SIM
https://www.facebook.com/biaolicar,SIM
https://www.facebook.com/karina.louise.7,SIM
https://www.facebook.com/lilian.silva.1272,SIM
https://www.facebook.com/thaylane.santana.520,SIM
https://www.facebook.com/ariane.marques1,SIM
https://www.facebook.com/andreia.goncalves.7927,SIM
https://www.facebook.com/jennifer.santos.3110567,SIM
https://www.facebook.com/amandacsouzac,SIM
https://www.facebook.com/andre.nadolny.7,SIM
https://www.facebook.com/carolina.emmerich.1,SIM
https://www.facebook.com/rafa.garbulho,SIM
https://www.facebook.com/valdir.alves.5494,SIM
https://www.facebook.com/julia.silvq.5686,SIM
https://www.facebook.com/profile.php?id=100062717302241,SIM
